Rollno,cent_allot,cent_add,examDate,batch,rep_time
NL2000787,CTT,NIELIT CTT,16-09-2023,1,9:00 AM
NL2000788,CTT,NIELIT CTT,23-09-2023,1,9:00 AM
NL2000789,CTT,NIELIT CTT,08-09-2023,1,9:00 AM
NL2000790,CTT,NIELIT CTT,23-09-2023,1,9:00 AM
NL2000791,CTT,NIELIT CTT,25-09-2023,2,2:00 PM
NL2000792,CTT,NIELIT CTT,23-09-2023,1,9:00 AM
NL2000793,CTT,NIELIT CTT,03-09-2023,1,9:00 AM
NL2000794,CTT,NIELIT CTT,13-09-2023,2,2:00 PM
NL2000795,CTT,NIELIT CTT,11-09-2023,2,2:00 PM
NL2000796,CTT,NIELIT CTT,25-09-2023,1,9:00 AM
NL2000797,CTT,NIELIT CTT,10-09-2023,1,9:00 AM
NL2000798,CTT,NIELIT CTT,30-09-2023,2,2:00 PM
NL2000799,CTT,NIELIT CTT,19-09-2023,1,9:00 AM
NL2000800,CTT,NIELIT CTT,13-09-2023,1,9:00 AM
NL2000801,CTT,NIELIT CTT,29-09-2023,1,9:00 AM
NL2000802,VIZ,NIELIT VIZ,12-09-2023,2,2:00 PM
NL2000803,VIZ,NIELIT VIZ,04-09-2023,1,9:00 AM
NL2000804,VIZ,NIELIT VIZ,18-09-2023,1,9:00 AM
NL2000805,VIZ,NIELIT VIZ,29-09-2023,1,9:00 AM
NL2000806,VIZ,NIELIT VIZ,10-09-2023,2,2:00 PM
NL2000807,VIZ,NIELIT VIZ,20-09-2023,1,9:00 AM
NL2000808,VIZ,NIELIT VIZ,15-09-2023,2,2:00 PM
NL2000809,VIZ,NIELIT VIZ,29-09-2023,1,9:00 AM
NL2000810,VIZ,NIELIT VIZ,09-09-2023,1,9:00 AM
NL2000811,VIZ,NIELIT VIZ,23-09-2023,2,2:00 PM
NL2000812,VIZ,NIELIT VIZ,22-09-2023,1,9:00 AM
NL2000813,VIZ,NIELIT VIZ,17-09-2023,1,9:00 AM
NL2000814,VIZ,NIELIT VIZ,14-09-2023,2,2:00 PM
NL2000815,VIZ,NIELIT VIZ,23-09-2023,2,2:00 PM
NL2000816,VIZ,NIELIT VIZ,10-09-2023,2,2:00 PM
NL2000817,VIZ,NIELIT VIZ,13-09-2023,1,9:00 AM
NL2000818,VIZ,NIELIT VIZ,11-09-2023,2,2:00 PM
NL2000819,VIZ,NIELIT VIZ,22-09-2023,2,2:00 PM
NL2000820,VIZ,NIELIT VIZ,18-09-2023,1,9:00 AM
NL2000821,VIZ,NIELIT VIZ,17-09-2023,2,2:00 PM
NL2000822,VIZ,NIELIT VIZ,20-09-2023,2,2:00 PM
NL2000823,VIZ,NIELIT VIZ,07-09-2023,1,9:00 AM
NL2000824,KPM,NIELIT KPM,14-09-2023,2,2:00 PM
NL2000825,KPM,NIELIT KPM,23-09-2023,1,9:00 AM
NL2000826,KPM,NIELIT KPM,04-09-2023,2,2:00 PM
NL2000827,KPM,NIELIT KPM,13-09-2023,2,2:00 PM
NL2000828,KPM,NIELIT KPM,24-09-2023,1,9:00 AM
NL2000829,KPM,NIELIT KPM,02-09-2023,2,2:00 PM
NL2000830,KARN,NIELIT KARN,16-09-2023,1,9:00 AM
NL2000831,KARN,NIELIT KARN,07-09-2023,1,9:00 AM
NL2000832,KARN,NIELIT KARN,14-09-2023,1,9:00 AM
NL2000833,KARN,NIELIT KARN,29-09-2023,1,9:00 AM
NL2000834,KARN,NIELIT KARN,17-09-2023,1,9:00 AM
NL2000835,KARN,NIELIT KARN,13-09-2023,1,9:00 AM
NL2000836,VIZ,NIELIT VIZ,29-09-2023,1,9:00 AM
NL2000837,VIZ,NIELIT VIZ,27-09-2023,2,2:00 PM
NL2000838,VIZ,NIELIT VIZ,16-09-2023,1,9:00 AM
NL2000839,KARN,NIELIT KARN,13-09-2023,1,9:00 AM
NL2000840,KARN,NIELIT KARN,16-09-2023,2,2:00 PM
NL2000841,KARN,NIELIT KARN,23-09-2023,2,2:00 PM
NL2000842,KARN,NIELIT KARN,19-09-2023,2,2:00 PM
NL2000843,KARN,NIELIT KARN,15-09-2023,2,2:00 PM
NL2000844,KARN,NIELIT KARN,25-09-2023,1,9:00 AM
NL2000845,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2000846,KARN,NIELIT KARN,21-09-2023,1,9:00 AM
NL2000847,KARN,NIELIT KARN,23-09-2023,1,9:00 AM
NL2000848,KARN,NIELIT KARN,22-09-2023,2,2:00 PM
NL2000849,KARN,NIELIT KARN,21-09-2023,1,9:00 AM
NL2000850,KARN,NIELIT KARN,30-09-2023,1,9:00 AM
NL2000851,KARN,NIELIT KARN,12-09-2023,2,2:00 PM
NL2000852,KARN,NIELIT KARN,09-09-2023,1,9:00 AM
NL2000853,KARN,NIELIT KARN,18-09-2023,2,2:00 PM
NL2000854,SIR,NIELIT SIR,08-09-2023,2,2:00 PM
NL2000855,SIR,NIELIT SIR,11-09-2023,1,9:00 AM
NL2000856,SIR,NIELIT SIR,20-09-2023,1,9:00 AM
NL2000857,SIR,NIELIT SIR,12-09-2023,2,2:00 PM
NL2000858,SIR,NIELIT SIR,06-09-2023,1,9:00 AM
NL2000859,SIR,NIELIT SIR,11-09-2023,2,2:00 PM
NL2000860,SIR,NIELIT SIR,03-09-2023,2,2:00 PM
NL2000861,SIR,NIELIT SIR,10-09-2023,2,2:00 PM
NL2000862,SIR,NIELIT SIR,10-09-2023,1,9:00 AM
NL2000863,SIR,NIELIT SIR,25-09-2023,1,9:00 AM
NL2000864,SIR,NIELIT SIR,23-09-2023,2,2:00 PM
NL2000865,KUN,NIELIT KUN,02-09-2023,2,2:00 PM
NL2000866,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2000867,KARN,NIELIT KARN,28-09-2023,1,9:00 AM
NL2000868,KARN,NIELIT KARN,07-09-2023,2,2:00 PM
NL2000869,KARN,NIELIT KARN,30-09-2023,1,9:00 AM
NL2000870,KARN,NIELIT KARN,21-09-2023,2,2:00 PM
NL2000871,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2000872,KARN,NIELIT KARN,06-09-2023,2,2:00 PM
NL2000873,KARN,NIELIT KARN,04-09-2023,1,9:00 AM
NL2000874,KARN,NIELIT KARN,03-09-2023,1,9:00 AM
NL2000875,KARN,NIELIT KARN,04-09-2023,1,9:00 AM
NL2000876,KARN,NIELIT KARN,06-09-2023,1,9:00 AM
NL2000877,GUN,NIELIT GUN,03-09-2023,1,9:00 AM
NL2000878,WGL,NIELIT WGL,16-09-2023,1,9:00 AM
NL2000879,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2000880,KARN,NIELIT KARN,22-09-2023,1,9:00 AM
NL2000881,KARN,NIELIT KARN,24-09-2023,2,2:00 PM
NL2000882,KARN,NIELIT KARN,21-09-2023,1,9:00 AM
NL2000883,KARN,NIELIT KARN,07-09-2023,2,2:00 PM
NL2000884,KARN,NIELIT KARN,10-09-2023,2,2:00 PM
NL2000885,KARN,NIELIT KARN,06-09-2023,2,2:00 PM
NL2000886,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2000887,WGL,NIELIT WGL,07-09-2023,2,2:00 PM
NL2000888,ADI,NIELIT ADI,25-09-2023,1,9:00 AM
NL2000889,WGOD,NIELIT WGOD,14-09-2023,2,2:00 PM
NL2000890,WGOD,NIELIT WGOD,13-09-2023,1,9:00 AM
NL2000891,WGL,NIELIT WGL,18-09-2023,1,9:00 AM
NL2000892,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2000893,SOA,NIELIT SOA,03-09-2023,2,2:00 PM
NL2000894,SOA,NIELIT SOA,22-09-2023,1,9:00 AM
NL2000895,SOA,NIELIT SOA,24-09-2023,2,2:00 PM
NL2000896,SOA,NIELIT SOA,29-09-2023,1,9:00 AM
NL2000897,SOA,NIELIT SOA,21-09-2023,1,9:00 AM
NL2000898,SOA,NIELIT SOA,26-09-2023,1,9:00 AM
NL2000899,SOA,NIELIT SOA,17-09-2023,2,2:00 PM
NL2000900,SOA,NIELIT SOA,12-09-2023,2,2:00 PM
NL2000901,MED,NIELIT MED,28-09-2023,1,9:00 AM
NL2000902,KHAM,NIELIT KHAM,05-09-2023,2,2:00 PM
NL2000903,WGL,NIELIT WGL,22-09-2023,2,2:00 PM
NL2000904,WGL,NIELIT WGL,29-09-2023,2,2:00 PM
NL2000905,WGL,NIELIT WGL,22-09-2023,2,2:00 PM
NL2000906,MED,NIELIT MED,09-09-2023,2,2:00 PM
NL2000907,MED,NIELIT MED,21-09-2023,1,9:00 AM
NL2000908,MED,NIELIT MED,06-09-2023,2,2:00 PM
NL2000909,MED,NIELIT MED,30-09-2023,1,9:00 AM
NL2000910,MED,NIELIT MED,09-09-2023,1,9:00 AM
NL2000911,MED,NIELIT MED,04-09-2023,2,2:00 PM
NL2000912,MED,NIELIT MED,24-09-2023,1,9:00 AM
NL2000913,MED,NIELIT MED,05-09-2023,1,9:00 AM
NL2000914,SOA,NIELIT SOA,14-09-2023,2,2:00 PM
NL2000915,MED,NIELIT MED,30-09-2023,1,9:00 AM
NL2000916,SOA,NIELIT SOA,16-09-2023,1,9:00 AM
NL2000917,MED,NIELIT MED,08-09-2023,2,2:00 PM
NL2000918,MED,NIELIT MED,09-09-2023,1,9:00 AM
NL2000919,MED,NIELIT MED,05-09-2023,1,9:00 AM
NL2000920,ADI,NIELIT ADI,04-09-2023,1,9:00 AM
NL2000921,MED,NIELIT MED,04-09-2023,2,2:00 PM
NL2000922,ADI,NIELIT ADI,20-09-2023,1,9:00 AM
NL2000923,ADI,NIELIT ADI,19-09-2023,2,2:00 PM
NL2000924,MED,NIELIT MED,11-09-2023,1,9:00 AM
NL2000925,ADI,NIELIT ADI,04-09-2023,1,9:00 AM
NL2000926,ADI,NIELIT ADI,23-09-2023,1,9:00 AM
NL2000927,ADI,NIELIT ADI,12-09-2023,2,2:00 PM
NL2000928,ADI,NIELIT ADI,24-09-2023,1,9:00 AM
NL2000929,ADI,NIELIT ADI,02-09-2023,1,9:00 AM
NL2000930,ADI,NIELIT ADI,20-09-2023,1,9:00 AM
NL2000931,ADI,NIELIT ADI,18-09-2023,1,9:00 AM
NL2000932,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2000933,ADI,NIELIT ADI,02-09-2023,2,2:00 PM
NL2000934,ADI,NIELIT ADI,08-09-2023,2,2:00 PM
NL2000935,ADI,NIELIT ADI,07-09-2023,1,9:00 AM
NL2000936,ADI,NIELIT ADI,03-09-2023,1,9:00 AM
NL2000937,ADI,NIELIT ADI,10-09-2023,2,2:00 PM
NL2000938,MED,NIELIT MED,22-09-2023,1,9:00 AM
NL2000939,MED,NIELIT MED,20-09-2023,2,2:00 PM
NL2000940,MED,NIELIT MED,29-09-2023,2,2:00 PM
NL2000941,MED,NIELIT MED,20-09-2023,2,2:00 PM
NL2000942,MED,NIELIT MED,10-09-2023,2,2:00 PM
NL2000943,MED,NIELIT MED,03-09-2023,1,9:00 AM
NL2000944,MED,NIELIT MED,08-09-2023,1,9:00 AM
NL2000945,MED,NIELIT MED,19-09-2023,2,2:00 PM
NL2000946,MAHB,NIELIT MAHB,07-09-2023,2,2:00 PM
NL2000947,MED,NIELIT MED,05-09-2023,1,9:00 AM
NL2000948,WGL,NIELIT WGL,21-09-2023,1,9:00 AM
NL2000949,MED,NIELIT MED,13-09-2023,1,9:00 AM
NL2000950,MED,NIELIT MED,28-09-2023,1,9:00 AM
NL2000951,MED,NIELIT MED,25-09-2023,1,9:00 AM
NL2000952,MED,NIELIT MED,23-09-2023,2,2:00 PM
NL2000953,WGL,NIELIT WGL,15-09-2023,1,9:00 AM
NL2000954,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2000955,WGL,NIELIT WGL,25-09-2023,2,2:00 PM
NL2000956,WGL,NIELIT WGL,17-09-2023,1,9:00 AM
NL2000957,WGL,NIELIT WGL,13-09-2023,1,9:00 AM
NL2000958,WGL,NIELIT WGL,15-09-2023,1,9:00 AM
NL2000959,WGL,NIELIT WGL,27-09-2023,1,9:00 AM
NL2000960,WGL,NIELIT WGL,16-09-2023,2,2:00 PM
NL2000961,WGL,NIELIT WGL,24-09-2023,2,2:00 PM
NL2000962,MED,NIELIT MED,27-09-2023,2,2:00 PM
NL2000963,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2000964,WGL,NIELIT WGL,27-09-2023,2,2:00 PM
NL2000965,WGL,NIELIT WGL,29-09-2023,1,9:00 AM
NL2000966,WGL,NIELIT WGL,14-09-2023,2,2:00 PM
NL2000967,WGL,NIELIT WGL,14-09-2023,1,9:00 AM
NL2000968,WGL,NIELIT WGL,26-09-2023,1,9:00 AM
NL2000969,MAHB,NIELIT MAHB,24-09-2023,1,9:00 AM
NL2000970,MAHB,NIELIT MAHB,17-09-2023,1,9:00 AM
NL2000971,MAHB,NIELIT MAHB,22-09-2023,1,9:00 AM
NL2000972,MAHB,NIELIT MAHB,21-09-2023,1,9:00 AM
NL2000973,MAHB,NIELIT MAHB,13-09-2023,1,9:00 AM
NL2000974,MAHB,NIELIT MAHB,20-09-2023,2,2:00 PM
NL2000975,MAHB,NIELIT MAHB,16-09-2023,1,9:00 AM
NL2000976,MAHB,NIELIT MAHB,02-09-2023,2,2:00 PM
NL2000977,MAHB,NIELIT MAHB,11-09-2023,1,9:00 AM
NL2000978,KARN,NIELIT KARN,20-09-2023,2,2:00 PM
NL2000979,ADI,NIELIT ADI,22-09-2023,2,2:00 PM
NL2000980,ADI,NIELIT ADI,26-09-2023,1,9:00 AM
NL2000981,ADI,NIELIT ADI,20-09-2023,2,2:00 PM
NL2000982,MAHB,NIELIT MAHB,06-09-2023,2,2:00 PM
NL2000983,MAHB,NIELIT MAHB,15-09-2023,2,2:00 PM
NL2000984,WGL,NIELIT WGL,03-09-2023,2,2:00 PM
NL2000985,MAHB,NIELIT MAHB,12-09-2023,1,9:00 AM
NL2000986,WGL,NIELIT WGL,27-09-2023,2,2:00 PM
NL2000987,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2000988,WGL,NIELIT WGL,17-09-2023,2,2:00 PM
NL2000989,MAHB,NIELIT MAHB,02-09-2023,1,9:00 AM
NL2000990,MAHB,NIELIT MAHB,16-09-2023,2,2:00 PM
NL2000991,WGL,NIELIT WGL,16-09-2023,1,9:00 AM
NL2000992,WGL,NIELIT WGL,26-09-2023,2,2:00 PM
NL2000993,WGL,NIELIT WGL,01-09-2023,1,9:00 AM
NL2000994,WGL,NIELIT WGL,28-09-2023,2,2:00 PM
NL2000995,MAHB,NIELIT MAHB,30-09-2023,2,2:00 PM
NL2000996,WGL,NIELIT WGL,26-09-2023,1,9:00 AM
NL2000997,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2000998,WGL,NIELIT WGL,09-09-2023,2,2:00 PM
NL2000999,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2001000,WGL,NIELIT WGL,09-09-2023,2,2:00 PM
NL2001001,WGL,NIELIT WGL,25-09-2023,2,2:00 PM
NL2001002,WGL,NIELIT WGL,03-09-2023,2,2:00 PM
NL2001003,WGL,NIELIT WGL,07-09-2023,1,9:00 AM
NL2001004,WGL,NIELIT WGL,16-09-2023,2,2:00 PM
NL2001005,WGL,NIELIT WGL,20-09-2023,1,9:00 AM
NL2001006,WGL,NIELIT WGL,02-09-2023,2,2:00 PM
NL2001007,MED,NIELIT MED,06-09-2023,1,9:00 AM
NL2001008,WGL,NIELIT WGL,18-09-2023,2,2:00 PM
NL2001009,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2001010,WGL,NIELIT WGL,03-09-2023,1,9:00 AM
NL2001011,WGL,NIELIT WGL,20-09-2023,2,2:00 PM
NL2001012,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2001013,WGL,NIELIT WGL,15-09-2023,2,2:00 PM
NL2001014,WGL,NIELIT WGL,14-09-2023,2,2:00 PM
NL2001015,WGL,NIELIT WGL,20-09-2023,1,9:00 AM
NL2001016,WGL,NIELIT WGL,04-09-2023,2,2:00 PM
NL2001017,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2001018,ADI,NIELIT ADI,12-09-2023,2,2:00 PM
NL2001019,ADI,NIELIT ADI,06-09-2023,1,9:00 AM
NL2001020,MAHB,NIELIT MAHB,25-09-2023,2,2:00 PM
NL2001021,WGL,NIELIT WGL,03-09-2023,1,9:00 AM
NL2001022,WGL,NIELIT WGL,25-09-2023,2,2:00 PM
NL2001023,WGL,NIELIT WGL,20-09-2023,2,2:00 PM
NL2001024,WGL,NIELIT WGL,29-09-2023,2,2:00 PM
NL2001025,KARN,NIELIT KARN,02-09-2023,1,9:00 AM
NL2001026,WGL,NIELIT WGL,24-09-2023,1,9:00 AM
NL2001027,WGL,NIELIT WGL,21-09-2023,2,2:00 PM
NL2001028,WGL,NIELIT WGL,15-09-2023,1,9:00 AM
NL2001029,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2001030,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2001031,WGL,NIELIT WGL,21-09-2023,1,9:00 AM
NL2001032,MED,NIELIT MED,26-09-2023,1,9:00 AM
NL2001033,WGL,NIELIT WGL,04-09-2023,1,9:00 AM
NL2001034,WGL,NIELIT WGL,14-09-2023,1,9:00 AM
NL2001035,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2001036,WGL,NIELIT WGL,26-09-2023,2,2:00 PM
NL2001037,WGL,NIELIT WGL,21-09-2023,1,9:00 AM
NL2001038,WGL,NIELIT WGL,15-09-2023,2,2:00 PM
NL2001039,WGL,NIELIT WGL,24-09-2023,1,9:00 AM
NL2001040,MED,NIELIT MED,05-09-2023,2,2:00 PM
NL2001041,WGL,NIELIT WGL,05-09-2023,2,2:00 PM
NL2001042,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2001043,MED,NIELIT MED,25-09-2023,1,9:00 AM
NL2001044,WGL,NIELIT WGL,30-09-2023,2,2:00 PM
NL2001045,WGL,NIELIT WGL,07-09-2023,2,2:00 PM
NL2001046,WGL,NIELIT WGL,09-09-2023,1,9:00 AM
NL2001047,PUD,NIELIT PUD,12-09-2023,2,2:00 PM
NL2001048,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2001049,WGL,NIELIT WGL,16-09-2023,1,9:00 AM
NL2001050,WGL,NIELIT WGL,15-09-2023,2,2:00 PM
NL2001051,WGL,NIELIT WGL,11-09-2023,1,9:00 AM
NL2001052,WGL,NIELIT WGL,22-09-2023,2,2:00 PM
NL2001053,WGL,NIELIT WGL,08-09-2023,1,9:00 AM
NL2001054,WGL,NIELIT WGL,04-09-2023,2,2:00 PM
NL2001055,WGL,NIELIT WGL,28-09-2023,2,2:00 PM
NL2001056,WGL,NIELIT WGL,05-09-2023,1,9:00 AM
NL2001057,WGL,NIELIT WGL,05-09-2023,2,2:00 PM
NL2001058,WGOD,NIELIT WGOD,28-09-2023,2,2:00 PM
NL2001059,WGL,NIELIT WGL,04-09-2023,2,2:00 PM
NL2001060,WGL,NIELIT WGL,01-09-2023,2,2:00 PM
NL2001061,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2001062,WGL,NIELIT WGL,19-09-2023,1,9:00 AM
NL2001063,WGL,NIELIT WGL,21-09-2023,2,2:00 PM
NL2001064,WGL,NIELIT WGL,19-09-2023,2,2:00 PM
NL2001065,WGL,NIELIT WGL,28-09-2023,1,9:00 AM
NL2001066,WGL,NIELIT WGL,26-09-2023,1,9:00 AM
NL2001067,WGL,NIELIT WGL,27-09-2023,2,2:00 PM
NL2001068,WGL,NIELIT WGL,10-09-2023,1,9:00 AM
NL2001069,WGL,NIELIT WGL,13-09-2023,2,2:00 PM
NL2001070,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2001071,WGL,NIELIT WGL,19-09-2023,2,2:00 PM
NL2001072,WGL,NIELIT WGL,08-09-2023,2,2:00 PM
NL2001073,WGOD,NIELIT WGOD,30-09-2023,1,9:00 AM
NL2001074,WGL,NIELIT WGL,21-09-2023,1,9:00 AM
NL2001075,WGL,NIELIT WGL,21-09-2023,2,2:00 PM
NL2001076,WGL,NIELIT WGL,15-09-2023,2,2:00 PM
NL2001077,WGL,NIELIT WGL,09-09-2023,1,9:00 AM
NL2001078,WGL,NIELIT WGL,05-09-2023,1,9:00 AM
NL2001079,WGL,NIELIT WGL,18-09-2023,2,2:00 PM
NL2001080,WGL,NIELIT WGL,23-09-2023,1,9:00 AM
NL2001081,WGL,NIELIT WGL,12-09-2023,1,9:00 AM
NL2001082,WGL,NIELIT WGL,29-09-2023,2,2:00 PM
NL2001083,WGL,NIELIT WGL,10-09-2023,1,9:00 AM
NL2001084,WGL,NIELIT WGL,07-09-2023,2,2:00 PM
NL2001085,WGL,NIELIT WGL,29-09-2023,1,9:00 AM
NL2001086,WGL,NIELIT WGL,14-09-2023,2,2:00 PM
NL2001087,KARN,NIELIT KARN,14-09-2023,1,9:00 AM
NL2001088,NEL,NIELIT NEL,01-09-2023,2,2:00 PM
NL2001089,MAHB,NIELIT MAHB,02-09-2023,1,9:00 AM
NL2001090,MAHB,NIELIT MAHB,08-09-2023,2,2:00 PM
NL2001091,MAHB,NIELIT MAHB,23-09-2023,1,9:00 AM
NL2001092,MAHB,NIELIT MAHB,07-09-2023,2,2:00 PM
NL2001093,NEL,NIELIT NEL,18-09-2023,2,2:00 PM
NL2001094,PUD,NIELIT PUD,19-09-2023,1,9:00 AM
NL2001095,NEL,NIELIT NEL,17-09-2023,1,9:00 AM
NL2001096,KHAM,NIELIT KHAM,08-09-2023,2,2:00 PM
NL2001097,WGOD,NIELIT WGOD,02-09-2023,2,2:00 PM
NL2001098,KHAM,NIELIT KHAM,07-09-2023,2,2:00 PM
NL2001099,WGOD,NIELIT WGOD,08-09-2023,2,2:00 PM
NL2001100,MAHB,NIELIT MAHB,28-09-2023,2,2:00 PM
NL2001101,MAHB,NIELIT MAHB,10-09-2023,2,2:00 PM
NL2001102,WGOD,NIELIT WGOD,22-09-2023,2,2:00 PM
NL2001103,WGOD,NIELIT WGOD,30-09-2023,2,2:00 PM
NL2001104,VIZ,NIELIT VIZ,19-09-2023,1,9:00 AM
NL2001105,WGOD,NIELIT WGOD,10-09-2023,2,2:00 PM
NL2001106,WGOD,NIELIT WGOD,11-09-2023,1,9:00 AM
NL2001107,VIZ,NIELIT VIZ,19-09-2023,1,9:00 AM
NL2001108,MAHB,NIELIT MAHB,06-09-2023,1,9:00 AM
NL2001109,MAHB,NIELIT MAHB,24-09-2023,2,2:00 PM
NL2001110,MAHB,NIELIT MAHB,28-09-2023,2,2:00 PM
NL2001111,MAHB,NIELIT MAHB,19-09-2023,2,2:00 PM
NL2001112,MAHB,NIELIT MAHB,04-09-2023,2,2:00 PM
NL2001113,MAHB,NIELIT MAHB,20-09-2023,2,2:00 PM
NL2001114,MAHB,NIELIT MAHB,05-09-2023,2,2:00 PM
NL2001115,MAHB,NIELIT MAHB,15-09-2023,1,9:00 AM
NL2001116,MAHB,NIELIT MAHB,02-09-2023,2,2:00 PM
NL2001117,MAHB,NIELIT MAHB,27-09-2023,2,2:00 PM
NL2001118,MAHB,NIELIT MAHB,26-09-2023,1,9:00 AM
NL2001119,MAHB,NIELIT MAHB,06-09-2023,2,2:00 PM
NL2001120,MAHB,NIELIT MAHB,08-09-2023,2,2:00 PM
NL2001121,MAHB,NIELIT MAHB,16-09-2023,1,9:00 AM
NL2001122,MAHB,NIELIT MAHB,08-09-2023,1,9:00 AM
NL2001123,MAHB,NIELIT MAHB,13-09-2023,1,9:00 AM
NL2001124,KARN,NIELIT KARN,24-09-2023,1,9:00 AM
NL2001125,MAHB,NIELIT MAHB,28-09-2023,2,2:00 PM
NL2001126,MAHB,NIELIT MAHB,11-09-2023,2,2:00 PM
NL2001127,KHAM,NIELIT KHAM,06-09-2023,2,2:00 PM
NL2001128,ADI,NIELIT ADI,28-09-2023,1,9:00 AM
NL2001129,KHAM,NIELIT KHAM,05-09-2023,2,2:00 PM
NL2001130,KHAM,NIELIT KHAM,27-09-2023,1,9:00 AM
NL2001131,KHAM,NIELIT KHAM,20-09-2023,1,9:00 AM
NL2001132,KHAM,NIELIT KHAM,21-09-2023,1,9:00 AM
NL2001133,NEL,NIELIT NEL,15-09-2023,2,2:00 PM
NL2001134,KHAM,NIELIT KHAM,30-09-2023,1,9:00 AM
NL2001135,KHAM,NIELIT KHAM,03-09-2023,1,9:00 AM
NL2001136,KHAM,NIELIT KHAM,17-09-2023,1,9:00 AM
NL2001137,WGL,NIELIT WGL,26-09-2023,2,2:00 PM
NL2001138,WGL,NIELIT WGL,12-09-2023,2,2:00 PM
NL2001139,WGL,NIELIT WGL,06-09-2023,1,9:00 AM
NL2001140,WGL,NIELIT WGL,23-09-2023,1,9:00 AM
NL2001141,WGL,NIELIT WGL,17-09-2023,2,2:00 PM
NL2001142,KHAM,NIELIT KHAM,22-09-2023,1,9:00 AM
NL2001143,KHAM,NIELIT KHAM,27-09-2023,1,9:00 AM
NL2001144,KHAM,NIELIT KHAM,07-09-2023,2,2:00 PM
NL2001145,WGL,NIELIT WGL,24-09-2023,1,9:00 AM
NL2001146,ADI,NIELIT ADI,02-09-2023,1,9:00 AM
NL2001147,WGL,NIELIT WGL,04-09-2023,1,9:00 AM
NL2001148,ADI,NIELIT ADI,12-09-2023,2,2:00 PM
NL2001149,WGL,NIELIT WGL,06-09-2023,2,2:00 PM
NL2001150,ADI,NIELIT ADI,27-09-2023,2,2:00 PM
NL2001151,WGL,NIELIT WGL,13-09-2023,2,2:00 PM
NL2001152,ADI,NIELIT ADI,28-09-2023,1,9:00 AM
NL2001153,WGL,NIELIT WGL,11-09-2023,1,9:00 AM
NL2001154,ADI,NIELIT ADI,17-09-2023,2,2:00 PM
NL2001155,WGL,NIELIT WGL,08-09-2023,2,2:00 PM
NL2001156,ADI,NIELIT ADI,30-09-2023,1,9:00 AM
NL2001157,ADI,NIELIT ADI,20-09-2023,1,9:00 AM
NL2001158,WGL,NIELIT WGL,14-09-2023,2,2:00 PM
NL2001159,ADI,NIELIT ADI,03-09-2023,2,2:00 PM
NL2001160,WGL,NIELIT WGL,18-09-2023,1,9:00 AM
NL2001161,ADI,NIELIT ADI,24-09-2023,2,2:00 PM
NL2001162,VIZ,NIELIT VIZ,28-09-2023,2,2:00 PM
NL2001163,ADI,NIELIT ADI,29-09-2023,2,2:00 PM
NL2001164,WGL,NIELIT WGL,13-09-2023,2,2:00 PM
NL2001165,ADI,NIELIT ADI,21-09-2023,2,2:00 PM
NL2001166,WGL,NIELIT WGL,03-09-2023,1,9:00 AM
NL2001167,WGL,NIELIT WGL,30-09-2023,2,2:00 PM
NL2001168,WGL,NIELIT WGL,28-09-2023,2,2:00 PM
NL2001169,WGL,NIELIT WGL,25-09-2023,2,2:00 PM
NL2001170,WGL,NIELIT WGL,23-09-2023,1,9:00 AM
NL2001171,WGL,NIELIT WGL,05-09-2023,2,2:00 PM
NL2001172,WGL,NIELIT WGL,01-09-2023,2,2:00 PM
NL2001173,ADI,NIELIT ADI,29-09-2023,1,9:00 AM
NL2001174,WGL,NIELIT WGL,04-09-2023,2,2:00 PM
NL2001175,ADI,NIELIT ADI,07-09-2023,2,2:00 PM
NL2001176,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2001177,ADI,NIELIT ADI,11-09-2023,1,9:00 AM
NL2001178,WGL,NIELIT WGL,21-09-2023,1,9:00 AM
NL2001179,WGOD,NIELIT WGOD,12-09-2023,2,2:00 PM
NL2001180,ADI,NIELIT ADI,06-09-2023,1,9:00 AM
NL2001181,WGL,NIELIT WGL,18-09-2023,1,9:00 AM
